,location,total_sqft,bath,price,bhk
4316,Whitefield,1725.0,3.0,106.0,3
4319,Whitefield,1639.0,3.0,107.0,3
4320,Whitefield,3565.0,4.0,218.0,4
4321,Whitefield,3410.0,5.0,253.0,4
4324,Whitefield,1250.0,2.0,85.0,2
4325,Whitefield,1277.0,2.0,77.0,2
4326,Whitefield,1820.0,3.0,140.0,3
4327,Whitefield,3453.0,4.0,247.0,4
4331,Whitefield,2280.0,4.0,125.0,3
4332,Whitefield,2882.0,5.0,200.0,4
4334,Whitefield,1639.5,3.0,92.63,3
4336,Whitefield,1190.0,2.0,70.0,2
4338,Whitefield,1270.0,2.0,94.0,2
4339,Whitefield,1220.0,2.0,89.0,2
4346,Whitefield,5400.0,5.0,475.0,4
4347,Whitefield,1396.0,3.0,74.0,3
4354,Whitefield,1615.0,3.0,96.9,3
4359,Whitefield,1200.0,2.0,70.0,2
4362,Whitefield,1216.0,2.0,75.0,2
4364,Whitefield,2321.0,4.0,157.0,3
4365,Whitefield,1224.0,2.0,75.0,2
4366,Whitefield,1655.0,3.0,113.0,3
4370,Whitefield,1270.0,2.0,110.0,2
4371,Whitefield,1660.0,3.0,110.0,3
4372,Whitefield,1270.0,2.0,105.0,2
4374,Whitefield,1173.0,2.0,78.2,2
4376,Whitefield,1457.0,2.0,105.0,3
4377,Whitefield,1720.0,3.0,128.0,3
4380,Whitefield,1564.0,3.0,103.0,3
4383,Whitefield,1639.0,3.0,107.0,3
4384,Whitefield,1760.0,3.0,139.0,3
4385,Whitefield,613.0,1.0,48.0,1
4386,Whitefield,1730.0,3.0,125.0,3
4388,Whitefield,877.0,1.0,59.0,1
4390,Whitefield,3453.0,4.0,231.0,5
4392,Yelahanka,1326.0,2.0,78.0,2
4393,Yelahanka,3050.0,5.0,213.0,5
4399,Yelahanka,1705.0,3.0,95.0,3
4400,Yelahanka,1234.0,2.0,80.0,2
4401,Yelahanka,1315.0,2.0,85.0,2
4402,Yelahanka,1170.0,2.0,62.5,2
4404,Yelahanka,697.0,1.0,45.0,1
4406,Yelahanka,2195.0,4.0,127.0,3
4407,Yelahanka,1614.0,3.0,95.0,3
4409,Yelahanka,628.0,1.0,24.0,1
4411,Yelahanka,654.0,1.0,38.4,1
4417,Yelahanka,1825.0,3.0,105.0,3
4418,Yelahanka,1603.0,3.0,96.0,3
4419,Yelahanka,1304.0,2.0,79.0,2
4422,Yelahanka,1517.0,3.0,76.3,3
4425,Yelahanka,1327.0,2.0,85.0,2
4428,Yelahanka,1566.0,3.0,97.0,3
4429,Yelahanka,1270.0,2.0,78.0,2
4430,Yelahanka,1400.0,2.0,80.54,3
4432,Yelahanka,1322.0,2.0,86.0,2
4434,Yelahanka,2675.0,4.0,140.0,4
4435,Yelahanka,654.0,1.0,37.0,1
4436,Yelahanka,1465.0,3.0,80.01,3
4444,Yelahanka,2145.0,3.0,125.0,3
4446,Yelahanka,1322.0,2.0,75.0,2
4448,Yelahanka,602.0,1.0,26.0,1
4449,Yelahanka,1100.0,2.0,60.0,2
4450,Yelahanka,1614.0,2.0,100.0,3
4451,Yelahanka,1890.0,3.0,108.0,3
4452,Yelahanka,1556.0,3.0,86.0,3
4453,Yelahanka,1610.0,4.0,85.0,3
4458,Yelahanka,1859.0,3.0,108.0,3
4460,Yelahanka,1322.0,2.0,80.0,2
4462,Yelahanka,2600.0,4.0,175.0,4
4463,Yelahanka,1305.0,2.0,78.0,2
4464,Yelahanka,1711.0,3.0,85.61,3
4465,Yelahanka,1315.0,2.0,75.0,2
4467,Yelahanka,1614.0,3.0,95.0,3
4468,Yelahanka,1650.0,3.0,105.0,3
4473,Yelahanka,1620.0,3.0,90.0,3
4474,Yelahanka,654.0,1.0,36.25,1
4475,Yelahanka,1614.0,3.0,93.0,3
4476,Yelahanka,694.0,1.0,30.84,1
4477,Yelahanka,1115.0,2.0,60.0,2
4478,Yelahanka,2317.0,4.0,140.0,3
4479,Yelahanka,1653.0,3.0,93.0,3
4480,Yelahanka,654.0,1.0,38.0,1
4481,Yelahanka,1445.0,2.0,82.0,2
4483,Yelahanka,602.0,1.0,38.0,1
4484,Yelahanka,697.0,1.0,35.0,1
4486,Yelahanka,682.0,1.0,36.23,1
4488,Yelahanka,1560.0,2.0,98.0,3
4489,Yelahanka,1780.0,3.0,107.0,3
4490,Yelahanka,1342.0,2.0,75.0,3
4491,Yelahanka,1823.0,3.0,103.0,3
4492,Yelahanka,1792.0,3.0,104.0,3
4493,Yelahanka,1304.0,2.0,69.97,2
4496,Yelahanka,1300.0,2.0,69.23,2
4497,Yelahanka,1705.0,3.0,91.0,3
4499,Yelahanka,1835.0,3.0,108.0,3
4501,Yelahanka,1890.0,3.0,109.0,3
4502,Yelahanka,700.0,1.0,38.0,1
4503,Yelahanka,1491.0,3.0,85.0,3
4507,Yelahanka,1600.0,3.0,100.0,3
4510,Yelahanka,1705.0,3.0,85.0,3
4511,Yelahanka,1350.0,2.0,85.0,3
4512,Yelahanka,1633.0,3.0,110.0,3
4513,Yelahanka,827.5,1.0,42.535,1
4515,Yelahanka,1355.0,2.0,75.0,3
4517,Yelahanka,1104.0,2.0,58.0,2
4519,Yelahanka,1175.0,2.0,67.77,2
4520,Yelahanka,602.0,1.0,33.0,1
4521,Yelahanka,1315.0,2.0,77.0,2
4524,Yelahanka,567.0,1.0,25.0,1
4525,Yelahanka,602.0,2.0,30.0,1
4527,Yelahanka,1234.0,2.0,80.0,2
4530,Yelahanka,1267.0,3.0,78.0,2
4531,Yelahanka,1360.0,2.0,78.19,2
4532,Yelahanka New Town,650.0,1.0,33.0,1
4533,Yelahanka New Town,500.0,1.0,20.0,1
4534,Yelahanka New Town,1700.0,3.0,90.0,3
4535,Yelahanka New Town,350.0,1.0,13.5,1
4536,Yelahanka New Town,1541.0,3.0,80.0,3
4537,Yelahanka New Town,1385.0,2.0,65.0,2
4538,Yelahanka New Town,500.0,2.0,24.0,1
4539,Yelahanka New Town,450.0,1.0,16.0,1
4540,Yelahanka New Town,1599.0,3.0,80.0,3
4541,Yelahanka New Town,960.0,2.0,50.0,2
4542,Yelahanka New Town,1209.0,2.0,65.0,3
4543,Yelahanka New Town,1400.0,2.0,80.0,3
4544,Yelahanka New Town,500.0,1.0,18.0,1
4545,Yelahanka New Town,488.0,1.0,20.0,1
4547,Yelahanka New Town,1426.0,2.0,61.5,3
4548,Yelahanka New Town,1290.0,2.0,70.0,2
4550,Yeshwanthpur,1693.0,3.0,108.0,3
4551,Yeshwanthpur,667.0,1.0,36.85,1
4552,Yeshwanthpur,1950.0,4.0,130.0,4
4553,Yeshwanthpur,665.0,1.0,36.85,1
4557,Yeshwanthpur,671.0,1.0,36.85,1
4558,Yeshwanthpur,1277.5,2.0,95.815,2
4559,Yeshwanthpur,668.0,1.0,36.85,1
4560,Yeshwanthpur,1185.0,2.0,75.84,2
4561,Yeshwanthpur,1400.0,2.0,100.0,2
4564,Yeshwanthpur,673.0,1.0,36.85,1
4565,Yeshwanthpur,717.0,2.0,49.475,2
4567,Yeshwanthpur,605.0,1.0,41.745,1
4569,Yeshwanthpur,669.0,1.0,36.85,1
4572,Yeshwanthpur,670.0,1.0,36.85,1
4574,Yeshwanthpur,1240.0,2.0,80.0,2
4575,Yeshwanthpur,1713.0,3.0,110.0,3
4576,Yeshwanthpur,1144.0,2.0,67.0,2
4578,Yeshwanthpur,666.0,1.0,36.8,1
4580,Yeshwanthpur,1165.0,2.0,85.0,2
4584,Yeshwanthpur,994.0,2.0,54.67,1
4585,Yeshwanthpur,1500.0,3.0,100.0,3
4589,Yeshwanthpur,674.0,1.0,36.85,1
4591,Yeshwanthpur,672.0,1.0,36.85,1
4594,Yeshwanthpur,1692.0,3.0,108.0,3
4599,Yeshwanthpur,1855.0,3.0,135.0,3
4600,other,600.0,1.0,38.0,1
4602,other,845.0,2.0,55.0,2
4603,other,2511.0,3.0,205.0,3
4604,other,1660.0,2.0,105.0,3
4605,other,1000.0,2.0,70.0,2
4608,other,1413.0,2.0,75.0,3
4610,other,1870.0,3.0,110.0,3
4611,other,1260.0,2.0,85.05,3
4613,other,1904.0,3.0,150.0,3
4614,other,2000.0,3.0,175.0,3
4615,other,1425.0,2.0,75.0,3
4618,other,1580.0,3.0,100.0,3
4619,other,1148.0,2.0,60.0,2
4621,other,1644.0,3.0,84.0,3
4622,other,1285.0,2.0,72.5,2
4623,other,4050.0,3.0,280.0,3
4624,other,2420.0,3.0,185.0,3
4625,other,3045.0,3.0,170.0,3
4627,other,4111.0,4.0,250.0,4
4630,other,2000.0,4.0,120.0,4
4632,other,1665.0,3.0,95.0,3
4633,other,1560.0,3.0,115.0,3
4636,other,1645.0,3.0,95.0,3
4637,other,1192.0,2.0,74.0,2
4639,other,1800.0,3.0,150.0,3
4641,other,1308.0,2.0,89.04,2
4645,other,1760.0,3.0,88.0,3
4646,other,1069.0,2.0,55.0,2
4649,other,5000.0,9.0,360.0,11
4652,other,1200.0,2.0,62.0,2
4653,other,1753.0,3.0,120.0,3
4654,other,1000.0,2.0,53.0,2
4655,other,1353.0,2.0,110.0,2
4658,other,5000.0,9.0,210.0,9
4659,other,1325.0,2.0,90.0,3
4660,other,1056.0,2.0,80.0,2
4665,other,1630.0,3.0,85.0,3
4666,other,2791.0,3.0,223.0,3
4667,other,834.0,1.0,60.0,1
4668,other,1374.0,2.0,95.0,2
4669,other,1375.0,3.0,70.0,3
4670,other,469.0,1.0,25.0,1
4672,other,750.0,1.0,40.0,1
4674,other,1875.0,3.0,165.0,3
4675,other,2300.0,3.0,120.0,3
4677,other,1750.0,3.0,120.0,3
4678,other,1500.0,2.0,87.0,3
4684,other,1200.0,2.0,62.5,2
4687,other,1468.0,2.0,140.0,2
4691,other,1105.0,2.0,58.0,2
4694,other,1566.0,3.0,83.3,3
4695,other,1665.0,3.0,86.58,3
4696,other,1976.0,3.0,184.0,3
4698,other,1200.0,3.0,95.0,3
4699,other,1180.0,2.0,69.0,2
4701,other,1282.0,2.0,87.0,2
4702,other,1350.0,2.0,80.0,2
4703,other,650.0,2.0,42.0,2
4705,other,1141.0,2.0,62.0,2
4710,other,1464.0,2.0,105.0,3
4712,other,1480.0,3.0,90.0,3
4714,other,1500.0,3.0,115.0,3
4715,other,1824.0,3.0,125.0,3
4719,other,1865.0,3.0,145.0,3
4720,other,1039.0,2.0,80.0,2
4722,other,6000.0,5.0,400.0,4
4726,other,1475.0,2.0,120.0,3
4729,other,14000.0,3.0,800.0,4
4733,other,1960.0,3.0,160.0,3
4736,other,1050.0,2.0,67.0,2
4737,other,1596.0,3.0,105.0,3
4738,other,925.0,2.0,48.0,2
4744,other,1150.0,2.0,72.2,2
4747,other,1535.0,3.0,95.0,3
4749,other,1440.0,2.0,98.0,2
4750,other,1100.0,2.0,60.0,2
4751,other,1080.0,2.0,80.0,2
4753,other,1756.0,3.0,100.0,3
4754,other,1532.0,3.0,92.0,3
4755,other,1650.0,3.0,110.0,3
4756,other,1200.0,2.0,66.0,2
4760,other,1400.0,2.0,73.0,3
4761,other,1373.0,3.0,72.0,3
4763,other,1390.0,3.0,120.0,3
4766,other,1600.0,3.0,80.0,3
4769,other,1269.72,2.0,68.0,2
4770,other,1168.0,3.0,70.0,3
4773,other,1515.0,3.0,93.93,3
4775,other,2070.0,3.0,162.0,3
4777,other,1645.0,3.0,100.0,3
4778,other,595.0,1.0,42.0,1
4781,other,1170.0,2.0,86.0,2
4782,other,2800.0,2.0,200.0,3
4785,other,2028.0,4.0,162.0,4
4787,other,1670.0,3.0,91.86,3
4789,other,1250.0,2.0,80.0,3
4790,other,1296.0,2.0,75.0,2
4791,other,800.0,2.0,50.0,2
4794,other,1250.0,2.0,65.0,2
4795,other,1020.0,2.0,58.0,2
4796,other,1614.0,3.0,110.0,3
4797,other,3012.0,6.0,250.0,4
4798,other,1450.0,2.0,135.0,3
4799,other,1188.0,2.0,73.0,2
4801,other,1150.0,2.0,63.0,2
4802,other,2479.13,3.0,215.0,3
4812,other,1685.0,2.0,110.0,3
4813,other,1700.0,3.0,130.0,3
4815,other,500.0,1.0,20.0,1
4816,other,1765.0,3.0,105.0,3
4817,other,1265.0,2.0,70.0,2
4818,other,2045.0,4.0,154.0,3
4819,other,925.0,2.0,51.0,2
4820,other,1415.0,2.0,110.0,2
4822,other,1840.0,3.0,155.0,3
4823,other,1109.0,2.0,60.0,2
4824,other,1533.0,3.0,115.0,3
4825,other,1352.0,2.0,87.5,2
4826,other,1560.0,3.0,85.0,3
4827,other,3012.0,6.0,268.0,4
4828,other,1375.0,2.0,85.0,3
4832,other,1775.0,3.0,110.0,3
4833,other,1500.0,3.0,88.0,3
4835,other,1140.0,2.0,76.0,2
4836,other,1000.0,1.0,55.0,2
4837,other,1934.0,3.0,150.0,3
4841,other,1850.0,3.0,168.0,3
4844,other,1100.0,2.0,60.0,2
4845,other,1760.0,3.0,145.0,3
4847,other,1942.0,3.0,102.0,3
4848,other,1000.0,2.0,53.0,2
4850,other,1533.0,3.0,85.0,3
4852,other,605.0,1.0,29.0,1
4853,other,1452.55,2.0,110.0,2
4854,other,1170.0,2.0,105.0,2
4855,other,1352.0,2.0,85.0,2
4856,other,1550.0,2.0,90.0,3
4857,other,1405.0,2.0,77.0,3
4858,other,1945.0,3.0,120.0,3
4861,other,1030.0,2.0,61.0,2
4863,other,1520.0,3.0,80.0,3
4865,other,2072.0,3.0,108.0,3
4866,other,1210.0,2.0,72.0,2
4867,other,11338.0,9.0,1000.0,6
4868,other,1170.0,2.0,68.0,2
4872,other,1370.0,2.0,75.0,3
4876,other,1900.0,3.0,160.0,3
4878,other,4500.0,5.0,250.0,7
4886,other,1300.0,2.0,80.0,2
4887,other,2167.0,3.0,170.0,3
4888,other,1165.0,2.0,75.0,2
4891,other,1043.0,2.0,55.0,2
4893,other,1180.0,2.0,100.0,2
4897,other,1460.0,3.0,88.0,3
4898,other,1685.0,3.0,95.0,3
4899,other,4000.0,5.0,280.0,4
4908,other,794.0,1.0,60.0,1
4909,other,2800.0,3.0,250.0,3
4911,other,4051.0,4.0,345.0,4
4913,other,1308.0,2.0,92.66,2
4914,other,1991.0,3.0,160.0,3
4915,other,1325.0,2.0,70.0,2
4923,other,1672.0,3.0,150.0,3
4924,other,1468.0,3.0,130.0,2
4927,other,1350.0,2.0,68.0,3
4929,other,1200.0,2.0,90.0,2
4930,other,1460.0,2.0,73.0,3
4932,other,1125.0,2.0,75.0,2
4933,other,1596.0,3.0,95.0,3
4934,other,1639.0,3.0,123.0,3
4937,other,925.0,2.0,63.0,2
4938,other,1570.0,3.0,115.0,3
4939,other,1665.0,3.0,86.91,3
4940,other,1350.0,2.0,87.01,3
4942,other,1340.0,3.0,77.0,3
4947,other,596.0,1.0,42.0,1
4948,other,1200.0,4.0,110.0,4
4949,other,1405.0,2.0,70.0,3
4950,other,1750.0,3.0,149.0,3
4952,other,985.0,2.0,63.0,2
4953,other,1490.0,2.0,88.0,3
4956,other,4428.0,4.0,255.0,4
4958,other,794.0,1.0,65.0,1
4962,other,1374.0,2.0,70.0,3
4964,other,1500.0,2.0,97.0,3
4968,other,2400.0,2.0,160.0,2
4970,other,1302.0,2.0,69.1,2
4973,other,1390.0,2.0,80.0,3
4974,other,1159.0,2.0,60.0,2
4975,other,1350.0,2.0,80.99,3
4976,other,1500.0,3.0,87.0,3
4977,other,1839.0,3.0,165.0,3
4982,other,1559.0,3.0,127.0,3
4984,other,1750.0,3.0,150.0,3
4985,other,1896.0,3.0,125.0,4
4986,other,1605.0,2.0,85.0,3
4987,other,1140.0,2.0,65.0,2
4989,other,1255.0,2.0,80.0,2
4990,other,1904.0,3.0,155.0,3
4991,other,2135.0,3.0,160.0,3
4992,other,1000.0,2.0,58.0,2
4994,other,1325.0,2.0,70.0,2
4996,other,2776.0,4.0,195.0,3
4997,other,1185.0,2.0,85.0,2
4998,other,1265.0,2.0,82.0,3
4999,other,2000.0,3.0,160.0,3
5000,other,1352.0,2.0,75.0,2
5001,other,1300.0,2.0,70.0,3
5003,other,1532.0,3.0,115.0,3
5004,other,3100.0,3.0,250.0,3
5005,other,1827.0,3.0,100.0,3
5006,other,1210.0,2.0,75.0,2
5007,other,1500.0,3.0,95.0,3
5009,other,1180.0,2.0,63.0,2
5010,other,2270.0,3.0,180.0,3
5012,other,1400.0,2.0,78.0,2
5013,other,1155.0,2.0,60.0,3
5015,other,1645.0,3.0,95.0,3
5019,other,1097.0,2.0,65.0,2
5023,other,4104.0,4.0,360.0,4
5025,other,1505.0,2.0,90.0,2
5026,other,1810.0,4.0,148.0,3
5027,other,1530.0,2.0,97.0,3
5031,other,1400.0,2.0,80.0,2
5032,other,745.0,2.0,50.0,2
5034,other,833.0,1.0,49.0,1
5035,other,1220.0,2.0,68.0,2
5036,other,1545.0,3.0,85.0,3
5039,other,1428.0,2.0,80.0,3
5043,other,1655.0,3.0,155.0,3
5044,other,1200.0,2.0,75.0,2
5050,other,1730.0,3.0,140.0,3
5052,other,1758.0,3.0,95.0,3
5053,other,1342.0,3.0,92.0,3
5056,other,1645.0,3.0,87.5,3
5058,other,2600.0,3.0,140.0,3
5062,other,1235.0,2.0,65.0,2
5063,other,1300.0,3.0,77.99,3
5067,other,1590.0,3.0,120.0,3
5070,other,1560.0,2.0,145.0,2
5071,other,1340.0,2.0,77.0,2
5074,other,1665.0,3.0,105.0,3
5076,other,2370.0,4.0,195.0,3
5078,other,1065.0,2.0,58.0,2
5079,other,1342.0,2.0,115.0,2
5082,other,1200.0,3.0,72.0,3
5084,other,1388.0,3.0,69.99,3
5086,other,1170.0,2.0,86.0,2
5087,other,4830.0,5.0,390.0,4
5091,other,2065.0,3.0,130.0,3
5093,other,3080.0,2.0,285.0,4
5095,other,1100.0,2.0,85.0,2
5096,other,1559.0,3.0,120.0,3
5097,other,1550.0,2.0,79.0,3
5102,other,1508.0,3.0,75.0,3
5103,other,1110.0,2.0,58.0,2
5105,other,1265.0,2.0,78.0,2
5108,other,1495.0,2.0,75.0,3
5109,other,1450.0,2.0,81.0,3
5110,other,1143.0,2.0,62.0,2
5113,other,600.0,1.0,43.0,1
5114,other,925.0,2.0,48.0,2
5116,other,1477.0,2.0,80.0,3
5117,other,1793.0,3.0,98.0,3
5120,other,3563.0,6.0,310.0,4
5121,other,3300.0,5.0,318.0,4
5122,other,2250.0,3.0,113.0,3
5123,other,985.0,2.0,55.0,2
5127,other,1350.0,2.0,68.0,3
5128,other,1310.0,2.0,68.0,3
5130,other,1760.0,3.0,160.0,3
5132,other,1100.0,2.0,78.0,2
5135,other,1475.0,3.0,78.0,3
5136,other,1255.0,2.0,120.0,2
5140,other,1233.0,2.0,100.0,2
5142,other,1100.0,2.0,57.0,2
5147,other,1652.5,3.0,90.0,3
5148,other,2159.0,3.0,110.0,3
5149,other,1680.0,3.0,135.0,3
5156,other,1760.0,2.0,116.0,3
5157,other,3317.5,5.0,268.5,4
5159,other,1670.0,3.0,160.0,3
5160,other,1410.0,2.0,75.0,2
5161,other,900.0,2.0,50.0,2
5167,other,1350.0,3.0,78.3,3
5168,other,1560.0,3.0,125.0,3
5169,other,550.0,1.0,23.0,1
5170,other,1783.0,3.0,125.0,3
5171,other,1570.0,3.0,78.0,3
5172,other,1750.0,3.0,150.0,3
5176,other,827.0,2.0,45.0,2
5179,other,1458.0,3.0,79.0,3
5182,other,2200.0,4.0,160.0,3
5185,other,1656.0,3.0,90.0,3
5186,other,1900.0,3.0,155.0,3
5187,other,1100.0,2.0,61.0,2
5188,other,1942.0,3.0,155.0,3
5189,other,1515.0,3.0,90.0,3
5190,other,935.0,2.0,51.5,2
5195,other,583.0,1.0,26.9,1
5198,other,1717.0,3.0,99.0,3
5201,other,1190.0,2.0,70.0,2
5202,other,1594.0,3.0,99.0,3
5203,other,1250.0,2.0,68.0,2
5206,other,2070.0,3.0,135.0,3
5212,other,1500.0,2.0,130.0,2
5214,other,1504.0,2.0,100.0,3
5219,other,1490.0,2.0,115.0,3
5221,other,1740.0,3.0,120.0,3
5222,other,1020.0,2.0,60.0,2
5223,other,550.0,1.0,16.0,1
5226,other,3664.0,3.0,325.0,3
5227,other,1520.0,3.0,111.0,3
5229,other,1250.0,2.0,90.0,2
5231,other,907.0,1.0,38.0,1
5232,other,1230.0,2.0,70.0,2
5233,other,1600.0,3.0,95.0,3
5234,other,3463.0,6.0,310.0,4
5235,other,1570.0,3.0,110.0,3
5238,other,2120.0,3.0,177.0,3
5239,other,1315.0,2.0,65.0,3
5241,other,1713.0,3.0,125.0,3
5244,other,1600.0,3.0,112.0,3
5245,other,1266.67,2.0,69.0,2
5247,other,1800.0,3.0,95.0,3
5250,other,1089.0,2.0,60.0,2
5252,other,1022.0,2.0,57.0,2
5257,other,1333.0,2.0,77.27,2
5258,other,2000.0,3.0,105.0,3
5261,other,1069.0,2.0,55.0,2
5262,other,1200.0,3.0,99.0,3
5264,other,1012.0,2.0,59.0,2
5268,other,1200.0,2.0,80.0,2
5270,other,665.0,1.0,32.0,1
5271,other,2456.0,3.0,220.0,3
5274,other,1717.0,3.0,120.0,3
5276,other,1504.0,2.0,102.0,3
5278,other,1490.0,2.0,92.0,3
5279,other,1044.0,2.0,60.0,2
5280,other,1352.0,3.0,93.0,2
5282,other,1640.0,3.0,84.0,3
5284,other,1240.0,2.0,65.0,3
5285,other,1293.0,2.0,75.0,2
5290,other,2400.0,3.0,180.0,3
5293,other,834.0,1.0,62.0,1
5296,other,1335.0,2.0,87.0,3
5302,other,1350.0,3.0,68.0,3
5304,other,2274.24,4.0,160.0,3
5306,other,1570.0,3.0,80.0,3
5308,other,2515.0,4.0,155.0,3
5309,other,1440.0,3.0,72.0,3
5312,other,1567.0,3.0,140.0,2
5314,other,1300.0,2.0,75.0,3
5316,other,1050.0,2.0,55.0,2
5317,other,1421.0,2.0,90.0,2
5319,other,3200.0,3.0,260.0,3
5320,other,1450.0,3.0,90.0,3
5321,other,1374.0,3.0,72.0,3
5322,other,1893.0,3.0,115.0,3
5324,other,1308.0,2.0,89.04,2
5325,other,1205.0,2.0,70.0,2
5326,other,1500.0,3.0,90.0,3
5328,other,1400.0,2.0,85.0,2
5329,other,925.0,2.0,70.0,2
5331,other,1480.0,3.0,74.0,3
5332,other,1253.0,2.0,81.5,2
5334,other,1315.0,3.0,65.0,3
5336,other,1305.0,2.0,70.0,2
5339,other,4800.0,5.0,420.0,4
5341,other,2273.0,4.0,192.0,3
5342,other,655.0,1.0,27.0,1
5343,other,600.0,1.0,18.0,1
5346,other,1400.0,2.0,78.0,3
5347,other,985.0,2.0,57.0,2
5348,other,1540.0,2.0,78.0,3
5350,other,1760.0,3.0,142.0,3
5354,other,2095.0,3.0,142.0,3
5355,other,1600.0,2.0,88.0,3
5357,other,1300.0,3.0,77.99,3
5358,other,1280.0,2.0,100.0,3
5359,other,1650.0,3.0,110.0,3
5365,other,1257.0,2.0,93.0,2
5366,other,1517.0,2.0,125.0,2
5368,other,1325.0,2.0,73.0,2
5370,other,1365.0,2.0,72.0,3
5371,other,2159.0,3.0,120.0,3
5372,other,1200.0,3.0,72.0,3
5373,other,2700.0,2.0,260.0,3
5375,other,1730.0,3.0,93.0,3
5376,other,1998.0,3.0,117.0,3
5377,other,1450.0,2.0,85.0,3
5378,other,527.0,1.0,35.0,1
5379,other,1804.0,3.0,150.0,3
5383,other,1250.0,2.0,95.0,2
5384,other,1850.0,3.0,95.0,3
5385,other,1567.0,3.0,100.0,3
5387,other,1471.0,2.0,75.0,3
5388,other,1220.0,2.0,65.0,2
5389,other,1256.0,2.0,65.0,2
5390,other,1407.0,2.0,83.87,2
5392,other,1200.0,2.0,67.0,2
5396,other,1240.0,2.0,63.0,3
5403,other,1075.0,2.0,57.0,2
5404,other,1800.0,4.0,115.0,3
5406,other,1499.0,3.0,89.0,3
5409,other,1050.0,2.0,65.0,2
5410,other,1056.0,2.0,55.0,2
5412,other,1770.0,3.0,90.0,3
5414,other,2357.0,3.0,135.0,3
5415,other,1464.0,2.0,135.0,3
5418,other,2400.0,4.0,130.0,3
5419,other,1225.0,2.0,71.05,2
5420,other,775.0,1.0,34.1,1
5421,other,1732.5,3.0,91.855,3
5427,other,1620.0,3.0,95.0,3
5431,other,1700.0,3.0,110.0,3
5432,other,3700.0,4.0,314.0,4
5434,other,4800.0,6.0,420.0,4
5437,other,1720.0,2.0,126.0,3
5440,other,1100.0,2.0,61.0,2
5444,other,1465.0,2.0,88.0,3
5445,other,1450.0,3.0,75.0,3
5446,other,800.0,1.0,29.5,1
5447,other,1352.0,2.0,72.0,2
5448,other,1500.0,3.0,90.0,3
5449,other,1275.0,2.0,105.0,2
5452,other,1237.0,3.0,78.0,3
5457,other,1900.0,3.0,150.0,3
5458,other,1160.0,2.0,75.0,2
5459,other,1257.0,2.0,105.0,2
5464,other,1155.0,2.0,65.0,2
5466,other,1148.0,2.0,69.0,2
5467,other,1719.0,3.0,110.0,3
5469,other,3000.0,4.0,264.0,4
5471,other,1320.0,2.0,90.0,2
5477,other,1332.0,2.0,101.0,2
5478,other,1012.0,2.0,59.0,2
5483,other,1600.0,2.0,90.0,3
5484,other,1508.0,3.0,75.0,3
5486,other,2996.0,4.0,200.0,4
5488,other,2357.0,3.0,135.0,3
5489,other,1310.0,3.0,90.0,3
5490,other,1400.0,2.0,80.0,3
5491,other,1603.0,2.0,125.0,3
5495,other,1275.0,2.0,69.0,2
5496,other,1623.0,3.0,155.0,3
5502,other,991.0,2.0,64.0,2
5504,other,2648.0,3.0,238.0,3
5506,other,1721.0,3.0,93.0,3
5508,other,1480.0,3.0,75.0,3
5510,other,4800.0,4.0,420.0,4
5511,other,801.0,1.0,33.645,1
5512,other,1300.0,2.0,80.0,3
5513,other,1009.0,2.0,65.0,2
5514,other,2400.0,4.0,135.0,4
5516,other,4446.0,3.0,410.0,3
5522,other,1130.0,2.0,75.0,2
5526,other,1202.0,2.0,65.0,2
5530,other,4041.0,4.0,345.0,4
5531,other,1210.0,2.0,75.0,2
5532,other,1600.0,3.0,130.0,3
5534,other,1130.0,2.0,68.0,2
5538,other,1100.0,2.0,57.6,2
5539,other,2159.0,3.0,120.0,3
5540,other,1340.0,2.0,71.0,2
5543,other,1450.0,2.0,90.0,2
5546,other,925.0,2.0,55.0,2
5547,other,3900.0,3.0,250.0,3
5548,other,1715.0,3.0,95.0,3
5551,other,4382.0,4.0,400.0,4
5552,other,1008.0,2.0,52.0,2
5554,other,1293.0,2.0,80.0,2
5555,other,1864.0,3.0,115.0,3
5557,other,1010.0,2.0,52.0,2
5559,other,1300.0,3.0,77.99,3
5560,other,2950.0,4.0,250.0,4
5561,other,1464.0,2.0,115.0,3
5564,other,1733.5,3.0,120.0,3
5565,other,1415.0,2.0,120.0,2
5568,other,1025.0,2.0,65.0,2
5569,other,1020.0,2.0,70.0,2
5570,other,1155.0,2.0,69.0,2
5572,other,1000.0,2.0,58.0,2
5574,other,1423.0,2.0,71.73,3
5577,other,907.0,2.0,55.43,2
5578,other,1410.0,2.0,73.0,2
5582,other,1201.0,2.0,65.0,2
5583,other,1370.0,2.0,87.0,3
5585,other,1265.0,2.0,68.0,2
5586,other,1450.0,2.0,90.0,3
5588,other,660.0,1.0,35.0,1
5589,other,1140.0,2.0,60.0,2
5590,other,1458.0,2.0,87.0,3
5591,other,1178.0,2.0,80.0,2
5594,other,1810.0,3.0,131.0,3
5595,other,2400.0,2.0,195.0,3
5596,other,1277.0,2.0,92.0,2
5601,other,1839.0,3.0,160.0,3
5604,other,650.0,1.0,50.0,1
5605,other,720.0,1.0,32.39,1
5606,other,2100.0,3.0,125.0,3
5609,other,1100.0,2.0,60.0,2
5611,other,1182.0,2.0,60.1,3
5614,other,1410.0,3.0,90.0,3
5615,other,1469.0,2.0,99.14,2
5616,other,1460.0,2.0,87.0,3
